Key,AlertCategory,DateOfResponse,TimeOfResponse,DateOfCrime,TimeOfCrime,CrimeCategory,LocationOfCrime,SuspectDescription,SuspectInCustody,Update,Link,MapGroup,coords,latitude,longitude,quarter
67,Timely Warning,2022-11-27,3:10 PM,,,Sexual Assault Unknown Perpetrator,Nueva West Housing Street Corner Community Store,Yes,No,,https://adminrecords.ucsd.edu/Notices/2022/2022-11-27-1.html,Mesa Graduate Housing,"(32.87502265717985, -117.22292759641547)",32.87502265717985,-117.22292759641547,FA2022
68,Information on Jacobs Medical Center Incident,2022-12-15,5:50 AM,,,Information on Jacobs Medical Center Incident,Jacobs Medical Center,No,No,,https://adminrecords.ucsd.edu/Notices/2022/2022-12-15-3.html,UC San Diego Health System,"(32.87802740143928, -117.2261369715337)",32.87802740143928,-117.2261369715337,FA2022
69,Timely Warning,2023-01-07,1:00 PM,12/20/2022,,Burglary,ERC,No,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-1-7-1.html,ERC,"(32.8854805949752, -117.24241102499364)",32.8854805949752,-117.24241102499364,WI2023
70,Timely Warning,2023-02-16,8:57 AM,2/16/2023,07:50 AM,Attempted Robbery,UC San Diego Medical - Hillcrest Arbor Parking Structure,Yes,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-2-16-3.html,The Hillcrest Medical Center,"(32.75054274681195, -117.16247161061892)",32.75054274681195,-117.16247161061892,WI2023
71,Timely Warning,2023-02-21,7:16 PM,2/21/2023,07:00 PM,Robbery,Library Walk near The Trove,Yes,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-2-21-4.html,Library Walk,"(32.879165420702776, -117.23757909557858)",32.879165420702776,-117.23757909557858,WI2023
72,Timely Warning,2023-02-25,9:17 AM,2/25/2023,06:45 AM,Sexual Battery,Sulpizio Cardiovascular Center at UC San Diego Health,Yes,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-2-25-1.html,UC San Diego Health System,"(32.87802740143928, -117.2261369715337)",32.87802740143928,-117.2261369715337,WI2023
73,Timely Warning,2023-02-28,,2/21/2023,07:00 PM,Robbery,Library Walk near The Trove,Yes,Yes,71.0,https://adminrecords.ucsd.edu/Notices/2023/2023-2-28-4.html,Library Walk,"(32.879165420702776, -117.23757909557858)",32.879165420702776,-117.23757909557858,WI2023
74,Timely Warning,2023-03-16,9:54 AM,3/16/2023,09:00 AM,Attempted Robbery,UC San Diego Health Medical Offices South (4168 Front St.),Yes,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-3-16-5.html,The Hillcrest Medical Center,"(32.75054274681195, -117.16247161061892)",32.75054274681195,-117.16247161061892,WI2023
75,Community Alert Bulletin,2023-03-19,,6/13/2022,04:30 PM,Indecent Exposure,Biological Grade Parking Lot #011,Yes,Yes,53.0,https://adminrecords.ucsd.edu/Notices/2023/2023-3-19-1.html,Scripps,"(32.868674622251646, -117.25195757194997)",32.868674622251646,-117.25195757194997,WI2023
76,Timely Warning,2023-04-15,3:20 PM,4/15/2023,08:00 AM,Burglary,Marshall Lower – Freedom building,No,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-4-16-1.html,Marshall,"(32.88322745763785, -117.242352818566)",32.88322745763785,-117.242352818566,SP2023
77,Timely Warning,2023-04-22,11:04 PM,,,Attempted Burglary,"Marshall Lower Apartments, ""Empower"" Building",No,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-4-23-1.html,Marshall,"(32.88322745763785, -117.242352818566)",32.88322745763785,-117.242352818566,SP2023
78,Timely Warning,2023-05-02,,5/2/2023,,Robbery,Central Campus Trolley platform,Yes,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-5-2-2.html,Central Campus Trolley Station,"(32.87830699468673, -117.23185272044901)",32.87830699468673,-117.23185272044901,SP2023
79,Timely Warning,2023-06-02,4:45 PM,6/2/2023,01:00 AM,Burglary,Eleanor Roosevelt College residence halls,No,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-6-3-1.html,ERC,"(32.8854805949752, -117.24241102499364)",32.8854805949752,-117.24241102499364,SP2023
80,Community Alert Bulletin,2023-06-07,,6/7/2023,12:09 AM,Suspicious Activity,Central Campus Trolley Station toward Library Walk,Yes,Yes,,https://adminrecords.ucsd.edu/Notices/2023/2023-6-7-3.html,Central Campus Trolley Station,"(32.87830699468673, -117.23185272044901)",32.87830699468673,-117.23185272044901,SP2023
81,Community Alert Bulletin,2023-06-07,,6/7/2023,12:21 AM,Suspicious Activity,Sun God Lawn,Yes,Yes,,https://adminrecords.ucsd.edu/Notices/2023/2023-6-7-3.html,Sun God Lawn,"(32.87845455039474, -117.23990366231277)",32.87845455039474,-117.23990366231277,SP2023
82,Community Alert Bulletin,2023-06-07,,6/7/2023,03:02 AM,Suspicious Activity,Pangea Parking Structure,Yes,Yes,,https://adminrecords.ucsd.edu/Notices/2023/2023-6-7-3.html,ERC,"(32.8854805949752, -117.24241102499364)",32.8854805949752,-117.24241102499364,SP2023
83,Community Alert Bulletin,2023-06-07,,6/7/2023,03:07 AM,Suspicious Activity,Thurgood Marshall Apartments and Oceanview Terrace,Yes,Yes,,https://adminrecords.ucsd.edu/Notices/2023/2023-6-7-3.html,Marshall,"(32.88322745763785, -117.242352818566)",32.88322745763785,-117.242352818566,SP2023
84,Timely Warning,2023-06-07,4:51 AM,,,Arson,MTS Bus stop located at Villa La Jolla Drive and the entrance to the VA Hospital,Yes,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-6-7-1.html,UCSD School of Medicine,"(32.874277832276334, -117.2354855752366)",32.874277832276334,-117.2354855752366,SP2023
85,Timely Warning,2023-07-03,,7/1/2023,,Burglary,"a conference room inside of the North Torrey Pines Living and Learning – Mosaic building, 9605 Scholars Drive North",No,No,,https://adminrecords.ucsd.edu/Notices/2023/2023-7-3-4.html,Sixth,"(32.88039605707939, -117.24240926283937)",32.88039605707939,-117.24240926283937,SU2023
